loan_id,amount_loan,duration_loan,payments_loan,status_loan,frequency_account,n.of trans,op 1,op 2,op 3,op 4,op 5,type 1,type 2,type 3,avg trans amount,avg trans balance,n_banks,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant rate '95,unemploymant rate '96,nr_clients,birth_date,sex,has card,criminality per capita 95,criminality per capita 96,age_loan,age_account_loan
6737.0,76680.0,24.0,3195.0,0.0,0,143.0,2.0,0.0,64.0,17.0,26.0,82.0,8.0,53.0,9877.5,62933.47,3.0,228848.0,15.0,40.0,18.0,2.0,6.0,57.2,9893.0,4.09,4.72,2.0,490107,1,0,1.7872124729077816e-05,2.0625043697126477e-05,46.0204,1.9399
5352.0,68400.0,12.0,5700.0,1.0,0,14.0,4.0,0.0,5.0,0.0,0.0,5.0,0.0,9.0,7253.3,31793.74,0.0,228848.0,15.0,40.0,18.0,2.0,6.0,57.2,9893.0,4.09,4.72,1.0,760609,0,0,1.7872124729077816e-05,2.0625043697126477e-05,18.9806,0.9385
5449.0,99336.0,24.0,4139.0,0.0,0,52.0,14.0,0.0,22.0,0.0,6.0,28.0,0.0,24.0,4348.37,27019.57,1.0,228848.0,15.0,40.0,18.0,2.0,6.0,57.2,9893.0,4.09,4.72,1.0,800709,0,0,1.7872124729077816e-05,2.0625043697126477e-05,15.0395,0.9895
5301.0,141948.0,36.0,3943.0,0.0,0,10.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,7.0,8963.98,32592.68,0.0,228848.0,15.0,40.0,18.0,2.0,6.0,57.2,9893.0,4.09,4.72,1.0,500926,0,0,1.7872124729077816e-05,2.0625043697126477e-05,45.978,0.0392
6876.0,86616.0,12.0,7218.0,0.0,0,15.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,12.0,5323.55,25714.05,0.0,75637.0,35.0,36.0,9.0,0.0,7.0,36.5,9622.0,0.45,0.59,1.0,610928,1,0,5.9494691751391515e-06,7.800415140737999e-06,32.0293,0.0403
5189.0,149040.0,48.0,3105.0,0.0,0,54.0,2.0,0.0,29.0,9.0,5.0,32.0,2.0,20.0,6682.03,36845.59,2.0,75637.0,35.0,36.0,9.0,0.0,7.0,36.5,9622.0,0.45,0.59,1.0,681220,0,0,5.9494691751391515e-06,7.800415140737999e-06,25.8987,0.9786
5549.0,50460.0,60.0,841.0,0.0,0,43.0,11.0,0.0,19.0,0.0,5.0,24.0,0.0,19.0,6392.97,37570.63,1.0,75637.0,35.0,36.0,9.0,0.0,7.0,36.5,9622.0,0.45,0.59,1.0,471017,0,0,5.9494691751391515e-06,7.800415140737999e-06,46.9699,0.9696
7176.0,260028.0,36.0,7223.0,0.0,0,161.0,4.0,0.0,79.0,22.0,35.0,105.0,9.0,47.0,12514.36,50676.82,2.0,75637.0,35.0,36.0,9.0,0.0,7.0,36.5,9622.0,0.45,0.59,1.0,761125,1,0,5.9494691751391515e-06,7.800415140737999e-06,18.9903,1.982
5805.0,137904.0,24.0,5746.0,1.0,0,12.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,9.0,6363.32,26886.19,0.0,75637.0,35.0,36.0,9.0,0.0,7.0,36.5,9622.0,0.45,0.59,1.0,680506,1,0,5.9494691751391515e-06,7.800415140737999e-06,27.0622,0.0406
7097.0,75624.0,24.0,3151.0,1.0,0,23.0,6.0,0.0,8.0,0.0,0.0,8.0,0.0,15.0,13406.74,50009.91,0.0,387570.0,0.0,0.0,0.0,1.0,1.0,100.0,9897.0,1.60,1.96,1.0,581207,1,0,4.128286503083314e-06,5.057150966277059e-06,35.0016,0.0613
5126.0,208128.0,48.0,4336.0,1.0,0,64.0,16.0,0.0,35.0,0.0,0.0,34.0,1.0,29.0,9442.16,36369.98,0.0,387570.0,0.0,0.0,0.0,1.0,1.0,100.0,9897.0,1.60,1.96,1.0,510806,1,0,4.128286503083314e-06,5.057150966277059e-06,42.9918,1.0213
5754.0,23052.0,12.0,1921.0,0.0,0,171.0,29.0,0.0,62.0,0.0,61.0,123.0,0.0,48.0,3618.33,23771.97,3.0,387570.0,0.0,0.0,0.0,1.0,1.0,100.0,9897.0,1.60,1.96,2.0,401101,0,0,4.128286503083314e-06,5.057150966277059e-06,53.9827,1.0809
5044.0,100980.0,60.0,1683.0,0.0,0,70.0,15.0,0.0,34.0,0.0,9.0,43.0,0.0,27.0,5261.05,35614.74,1.0,387570.0,0.0,0.0,0.0,1.0,1.0,100.0,9897.0,1.60,1.96,1.0,650731,1,0,4.128286503083314e-06,5.057150966277059e-06,29.049,1.002
6985.0,113796.0,36.0,3161.0,0.0,2,72.0,2.0,0.0,31.0,12.0,16.0,43.0,4.0,25.0,6453.25,36840.57,3.0,387570.0,0.0,0.0,0.0,1.0,1.0,100.0,9897.0,1.60,1.96,2.0,711009,1,0,4.128286503083314e-06,5.057150966277059e-06,24.0113,0.9921
6659.0,56100.0,60.0,935.0,0.0,0,68.0,16.0,0.0,31.0,0.0,9.0,40.0,0.0,28.0,3856.6,20158.0,1.0,387570.0,0.0,0.0,0.0,1.0,1.0,100.0,9897.0,1.60,1.96,1.0,580707,1,0,4.128286503083314e-06,5.057150966277059e-06,37.9513,1.0109
6019.0,11400.0,12.0,950.0,0.0,0,77.0,18.0,0.0,25.0,0.0,23.0,48.0,0.0,29.0,2434.24,27533.66,3.0,387570.0,0.0,0.0,0.0,1.0,1.0,100.0,9897.0,1.60,1.96,1.0,800430,0,0,4.128286503083314e-06,5.057150966277059e-06,16.0295,0.9922
6011.0,179328.0,48.0,3736.0,0.0,0,52.0,12.0,0.0,25.0,0.0,6.0,31.0,0.0,21.0,8935.78,44093.97,1.0,387570.0,0.0,0.0,0.0,1.0,1.0,100.0,9897.0,1.60,1.96,1.0,731121,1,0,4.128286503083314e-06,5.057150966277059e-06,23.0007,0.1006
5151.0,189060.0,60.0,3151.0,0.0,2,30.0,1.0,0.0,13.0,7.0,3.0,15.0,1.0,14.0,17833.45,72242.9,2.0,149893.0,63.0,29.0,6.0,2.0,6.0,67.4,9753.0,4.64,5.05,1.0,581230,0,0,3.0955414862601985e-05,3.3690699365547426e-05,36.9294,0.9422
5938.0,402000.0,60.0,6700.0,0.0,0,54.0,20.0,0.0,14.0,0.0,11.0,25.0,0.0,29.0,3029.89,21568.94,2.0,149893.0,63.0,29.0,6.0,2.0,6.0,67.4,9753.0,4.64,5.05,1.0,800806,1,0,3.0955414862601985e-05,3.3690699365547426e-05,16.0019,0.981
6216.0,141240.0,24.0,5885.0,0.0,0,102.0,2.0,0.0,41.0,13.0,34.0,70.0,5.0,27.0,9343.39,57219.57,4.0,102609.0,75.0,33.0,2.0,3.0,6.0,52.0,8187.0,4.83,5.45,1.0,620911,1,0,4.707189427827968e-05,5.311424923739633e-05,32.0019,1.0023
5900.0,135360.0,48.0,2820.0,0.0,0,77.0,21.0,0.0,45.0,0.0,0.0,37.0,8.0,32.0,14958.59,64881.31,0.0,102609.0,75.0,33.0,2.0,3.0,6.0,52.0,8187.0,4.83,5.45,1.0,750924,1,1,4.707189427827968e-05,5.311424923739633e-05,20.9177,0.9998
6087.0,300660.0,60.0,5011.0,0.0,0,66.0,15.0,0.0,27.0,0.0,15.0,41.0,1.0,24.0,10342.53,45854.89,3.0,128118.0,9.0,16.0,6.0,3.0,8.0,85.3,9317.0,6.49,7.07,1.0,500107,1,0,5.065642610718244e-05,5.518350270844066e-05,44.012,0.9798
6810.0,186384.0,48.0,3883.0,0.0,1,190.0,40.0,0.0,89.0,0.0,19.0,98.0,10.0,82.0,11952.68,61578.3,1.0,128118.0,9.0,16.0,6.0,3.0,8.0,85.3,9317.0,6.49,7.07,1.0,590129,1,0,5.065642610718244e-05,5.518350270844066e-05,37.0479,1.9706
4996.0,88440.0,12.0,7370.0,0.0,2,31.0,10.0,0.0,15.0,0.0,0.0,14.0,1.0,16.0,14850.77,62778.09,0.0,128118.0,9.0,16.0,6.0,3.0,8.0,85.3,9317.0,6.49,7.07,2.0,450703,0,0,5.065642610718244e-05,5.518350270844066e-05,51.0403,0.0595
7262.0,182628.0,36.0,5073.0,0.0,0,13.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,10.0,8281.61,33229.11,0.0,138032.0,67.0,30.0,4.0,2.0,5.0,64.6,8819.0,5.38,5.66,1.0,590523,1,0,3.897646922452764e-05,4.100498435145473e-05,34.9778,0.9291
5750.0,63252.0,12.0,5271.0,0.0,0,164.0,3.0,0.0,80.0,23.0,36.0,108.0,8.0,48.0,9457.76,49291.82,3.0,94725.0,38.0,28.0,1.0,3.0,6.0,63.4,9920.0,2.26,2.87,1.0,490624,0,0,2.385853787278965e-05,3.0298231723409873e-05,46.9584,1.9801
6577.0,51696.0,24.0,2154.0,0.0,0,102.0,31.0,5.0,53.0,0.0,0.0,50.0,8.0,44.0,13901.27,58226.5,0.0,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,1.0,680128,0,1,1.4666378485194677e-05,1.6796862938833485e-05,26.0183,1.0103
6738.0,230220.0,36.0,6395.0,1.0,0,82.0,17.0,0.0,25.0,0.0,19.0,42.0,2.0,38.0,7188.85,27658.49,2.0,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,1.0,421109,0,0,1.4666378485194677e-05,1.6796862938833485e-05,51.982,0.9921
6253.0,59760.0,24.0,2490.0,0.0,0,54.0,12.0,0.0,27.0,0.0,5.0,32.0,0.0,22.0,8295.16,40204.46,1.0,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,2.0,581126,1,0,1.4666378485194677e-05,1.6796862938833485e-05,35.9978,0.9877
6272.0,398640.0,60.0,6644.0,0.0,1,86.0,1.0,0.0,52.0,17.0,0.0,51.0,1.0,34.0,16552.96,63383.58,1.0,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,1.0,600209,0,0,1.4666378485194677e-05,1.6796862938833485e-05,34.1011,1.0494
5876.0,221280.0,48.0,4610.0,0.0,1,71.0,1.0,0.0,39.0,12.0,7.0,41.0,5.0,25.0,11891.5,37596.93,2.0,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,2.0,680328,1,0,1.4666378485194677e-05,1.6796862938833485e-05,26.988,1.0093
6986.0,151728.0,48.0,3161.0,1.0,0,57.0,14.0,0.0,29.0,0.0,0.0,21.0,8.0,28.0,8289.66,30491.1,0.0,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,1.0,760623,1,0,1.4666378485194677e-05,1.6796862938833485e-05,18.9588,0.9695
6950.0,104712.0,24.0,4363.0,0.0,0,191.0,50.0,0.0,97.0,0.0,22.0,103.0,16.0,72.0,11980.31,57357.84,1.0,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,1.0,441212,1,0,1.4666378485194677e-05,1.6796862938833485e-05,50.9199,1.9891
6403.0,194880.0,48.0,4060.0,0.0,0,113.0,1.0,0.0,62.0,18.0,14.0,71.0,5.0,37.0,8187.95,36421.43,2.0,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,1.0,791206,1,0,1.4666378485194677e-05,1.6796862938833485e-05,15.9999,1.0604
6178.0,232560.0,48.0,4845.0,0.0,2,27.0,9.0,0.0,13.0,0.0,0.0,11.0,2.0,14.0,13066.73,63188.63,0.0,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,1.0,700129,0,0,1.4666378485194677e-05,1.6796862938833485e-05,25.1087,0.0511
5563.0,380160.0,60.0,6336.0,0.0,0,109.0,32.0,0.0,62.0,0.0,0.0,58.0,4.0,47.0,15887.99,64777.08,0.0,323870.0,0.0,0.0,0.0,1.0,1.0,100.0,10673.0,4.75,5.44,1.0,491215,1,0,1.4666378485194677e-05,1.6796862938833485e-05,46.9014,1.9499
6520.0,91200.0,24.0,3800.0,0.0,0,36.0,3.0,0.0,15.0,8.0,3.0,16.0,2.0,18.0,9999.52,32558.53,2.0,119895.0,17.0,4.0,3.0,2.0,4.0,89.9,10446.0,7.34,9.4,2.0,550826,0,0,6.122023437174194e-05,7.84019350264815e-05,38.949,0.9588
5880.0,73836.0,36.0,2051.0,0.0,0,19.0,9.0,0.0,5.0,0.0,0.0,5.0,0.0,14.0,16708.06,55315.17,0.0,119895.0,17.0,4.0,3.0,2.0,4.0,89.9,10446.0,7.34,9.4,1.0,670529,0,0,6.122023437174194e-05,7.84019350264815e-05,28.0502,0.0605
5125.0,73056.0,48.0,1522.0,0.0,0,51.0,14.0,0.0,18.0,0.0,10.0,28.0,0.0,23.0,2445.33,23255.15,1.0,119895.0,17.0,4.0,3.0,2.0,4.0,89.9,10446.0,7.34,9.4,2.0,701218,1,0,6.122023437174194e-05,7.84019350264815e-05,24.9905,0.0917
7130.0,123408.0,24.0,5142.0,0.0,2,65.0,13.0,0.0,16.0,0.0,24.0,40.0,0.0,25.0,5789.86,28359.26,3.0,119895.0,17.0,4.0,3.0,2.0,4.0,89.9,10446.0,7.34,9.4,1.0,641014,1,1,6.122023437174194e-05,7.84019350264815e-05,32.0197,1.0088
6699.0,7656.0,24.0,319.0,0.0,0,81.0,14.0,0.0,37.0,0.0,8.0,45.0,0.0,36.0,6436.61,46444.64,1.0,78955.0,50.0,24.0,8.0,1.0,9.0,59.0,9060.0,1.78,2.44,2.0,620903,0,0,2.2544487366221266e-05,3.090367931099993e-05,31.9427,1.0002
5713.0,158760.0,60.0,2646.0,0.0,0,166.0,12.0,0.0,60.0,22.0,51.0,106.0,5.0,55.0,4654.09,24908.76,4.0,78955.0,50.0,24.0,8.0,1.0,9.0,59.0,9060.0,1.78,2.44,1.0,780131,1,0,2.2544487366221266e-05,3.090367931099993e-05,17.0399,1.9803
6302.0,181020.0,60.0,3017.0,0.0,0,93.0,2.0,0.0,56.0,18.0,0.0,51.0,5.0,37.0,7273.76,34005.91,1.0,78955.0,50.0,24.0,8.0,1.0,9.0,59.0,9060.0,1.78,2.44,2.0,660614,0,0,2.2544487366221266e-05,3.090367931099993e-05,30.0302,1.0601
6336.0,212400.0,36.0,5900.0,0.0,1,71.0,19.0,0.0,40.0,0.0,0.0,37.0,3.0,31.0,11301.57,51034.36,0.0,85852.0,41.0,23.0,4.0,2.0,4.0,59.8,8965.0,7.08,8.23,1.0,661024,0,0,8.246750221311094e-05,9.586264734659648e-05,27.9307,1.0026
6279.0,87360.0,24.0,3640.0,0.0,0,30.0,6.0,0.0,14.0,0.0,0.0,13.0,1.0,16.0,8145.61,36783.95,0.0,85852.0,41.0,23.0,4.0,2.0,4.0,59.8,8965.0,7.08,8.23,1.0,620710,1,0,8.246750221311094e-05,9.586264734659648e-05,31.9897,0.9886
5723.0,23628.0,12.0,1969.0,0.0,0,110.0,31.0,0.0,49.0,0.0,12.0,59.0,2.0,49.0,9915.67,47420.84,1.0,85852.0,41.0,23.0,4.0,2.0,4.0,59.8,8965.0,7.08,8.23,1.0,540309,1,0,8.246750221311094e-05,9.586264734659648e-05,40.0601,1.0598
6591.0,20832.0,48.0,434.0,0.0,0,151.0,29.0,0.0,52.0,0.0,52.0,104.0,0.0,47.0,2499.07,21368.91,4.0,85852.0,41.0,23.0,4.0,2.0,4.0,59.8,8965.0,7.08,8.23,1.0,480504,1,0,8.246750221311094e-05,9.586264734659648e-05,46.9698,1.9401
5212.0,71064.0,36.0,1974.0,0.0,0,86.0,17.0,0.0,39.0,0.0,18.0,57.0,0.0,29.0,4896.45,34577.3,2.0,85852.0,41.0,23.0,4.0,2.0,4.0,59.8,8965.0,7.08,8.23,1.0,461017,0,0,8.246750221311094e-05,9.586264734659648e-05,48.9512,1.0108
5610.0,123216.0,48.0,2567.0,0.0,0,128.0,30.0,0.0,58.0,0.0,22.0,79.0,1.0,48.0,12136.38,70622.83,2.0,85852.0,41.0,23.0,4.0,2.0,4.0,59.8,8965.0,7.08,8.23,2.0,770812,0,0,8.246750221311094e-05,9.586264734659648e-05,18.9412,1.9412
6961.0,176148.0,36.0,4893.0,0.0,0,13.0,1.0,0.0,4.0,4.0,0.0,4.0,0.0,9.0,17599.44,47154.5,1.0,85852.0,41.0,23.0,4.0,2.0,4.0,59.8,8965.0,7.08,8.23,1.0,631120,0,0,8.246750221311094e-05,9.586264734659648e-05,32.9486,0.0483
6421.0,96768.0,36.0,2688.0,0.0,0,66.0,17.0,0.0,31.0,0.0,7.0,36.0,2.0,28.0,13244.23,51611.34,1.0,85852.0,41.0,23.0,4.0,2.0,4.0,59.8,8965.0,7.08,8.23,2.0,680106,0,0,8.246750221311094e-05,9.586264734659648e-05,28.0619,0.9998
7055.0,167100.0,60.0,2785.0,0.0,0,79.0,22.0,0.0,46.0,0.0,0.0,43.0,3.0,33.0,14332.41,63707.63,0.0,145688.0,22.0,41.0,13.0,2.0,5.0,40.7,8544.0,1.29,1.86,2.0,700117,0,0,8.854538465762452e-06,1.2767008950634233e-05,24.0289,0.99
6362.0,37908.0,12.0,3159.0,0.0,0,76.0,2.0,0.0,45.0,15.0,0.0,43.0,2.0,31.0,7485.5,42164.03,1.0,145688.0,22.0,41.0,13.0,2.0,5.0,40.7,8544.0,1.29,1.86,1.0,760508,0,0,8.854538465762452e-06,1.2767008950634233e-05,19.0523,1.0303
6550.0,320592.0,48.0,6679.0,0.0,0,88.0,1.0,1.0,57.0,15.0,0.0,49.0,9.0,30.0,13875.42,60781.31,1.0,145688.0,22.0,41.0,13.0,2.0,5.0,40.7,8544.0,1.29,1.86,2.0,701109,0,1,8.854538465762452e-06,1.2767008950634233e-05,25.9409,1.031
5886.0,192744.0,36.0,5354.0,0.0,0,26.0,9.0,0.0,13.0,0.0,0.0,12.0,1.0,13.0,15435.06,62590.42,0.0,145688.0,22.0,41.0,13.0,2.0,5.0,40.7,8544.0,1.29,1.86,2.0,640314,1,0,8.854538465762452e-06,1.2767008950634233e-05,32.0717,0.0415
6944.0,46176.0,48.0,962.0,0.0,0,17.0,7.0,0.0,5.0,0.0,1.0,6.0,0.0,11.0,8573.59,33613.11,1.0,145688.0,22.0,41.0,13.0,2.0,5.0,40.7,8544.0,1.29,1.86,1.0,661103,1,0,8.854538465762452e-06,1.2767008950634233e-05,30.0012,0.0508
5209.0,182640.0,48.0,3805.0,0.0,0,40.0,2.0,0.0,16.0,8.0,7.0,23.0,0.0,17.0,9227.6,37802.23,2.0,145688.0,22.0,41.0,13.0,2.0,5.0,40.7,8544.0,1.29,1.86,1.0,420419,0,0,8.854538465762452e-06,1.2767008950634233e-05,54.0706,0.0797
6696.0,89040.0,60.0,1484.0,0.0,0,87.0,18.0,0.0,35.0,0.0,8.0,43.0,0.0,44.0,3441.2,30045.4,1.0,148545.0,8.0,35.0,12.0,3.0,4.0,53.5,8909.0,4.01,5.56,2.0,700125,0,0,2.699518664377798e-05,3.7429735097108615e-05,24.0384,1.0097
6066.0,173808.0,24.0,7242.0,0.0,2,75.0,1.0,0.0,49.0,13.0,0.0,42.0,7.0,26.0,17396.59,61218.66,1.0,148545.0,8.0,35.0,12.0,3.0,4.0,53.5,8909.0,4.01,5.56,2.0,570127,0,0,2.699518664377798e-05,3.7429735097108615e-05,37.0584,1.0088
5586.0,48744.0,36.0,1354.0,0.0,0,14.0,7.0,0.0,3.0,0.0,0.0,3.0,0.0,11.0,11392.24,42930.21,0.0,148545.0,8.0,35.0,12.0,3.0,4.0,53.5,8909.0,4.01,5.56,1.0,640414,0,0,2.699518664377798e-05,3.7429735097108615e-05,32.05,0.0411
6072.0,193968.0,36.0,5388.0,0.0,2,29.0,12.0,0.0,9.0,0.0,0.0,9.0,0.0,20.0,16951.03,63579.22,0.0,226122.0,32.0,50.0,7.0,4.0,4.0,62.6,8994.0,3.80,4.79,1.0,721203,1,0,1.6805087519126843e-05,2.1183255057004627e-05,21.9307,0.9485
5145.0,309552.0,48.0,6449.0,0.0,0,35.0,1.0,0.0,15.0,8.0,4.0,19.0,0.0,16.0,17429.0,56105.5,2.0,226122.0,32.0,50.0,7.0,4.0,4.0,62.6,8994.0,3.80,4.79,1.0,350129,1,0,1.6805087519126843e-05,2.1183255057004627e-05,60.0787,0.0798
7243.0,217152.0,36.0,6032.0,0.0,0,57.0,1.0,0.0,30.0,10.0,6.0,33.0,3.0,21.0,12666.78,49107.07,2.0,226122.0,32.0,50.0,7.0,4.0,4.0,62.6,8994.0,3.80,4.79,1.0,740707,1,1,1.6805087519126843e-05,2.1183255057004627e-05,21.0497,0.1075
6540.0,309600.0,48.0,6450.0,0.0,1,56.0,1.0,0.0,34.0,11.0,0.0,31.0,3.0,22.0,16045.61,58185.59,1.0,226122.0,32.0,50.0,7.0,4.0,4.0,62.6,8994.0,3.80,4.79,1.0,750626,1,0,1.6805087519126843e-05,2.1183255057004627e-05,20.0605,0.1114
5706.0,161496.0,36.0,4486.0,0.0,1,130.0,32.0,0.0,59.0,0.0,19.0,75.0,3.0,52.0,6844.43,33219.9,1.0,226122.0,32.0,50.0,7.0,4.0,4.0,62.6,8994.0,3.80,4.79,1.0,710724,1,0,1.6805087519126843e-05,2.1183255057004627e-05,24.98,1.9694
5136.0,187104.0,24.0,7796.0,0.0,0,25.0,12.0,0.0,9.0,0.0,0.0,9.0,0.0,16.0,19621.45,66292.37,0.0,226122.0,32.0,50.0,7.0,4.0,4.0,62.6,8994.0,3.80,4.79,1.0,770510,0,0,1.6805087519126843e-05,2.1183255057004627e-05,19.0218,0.0419
6865.0,29448.0,12.0,2454.0,1.0,0,11.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,9.0,8271.87,28977.44,1.0,226122.0,32.0,50.0,7.0,4.0,4.0,62.6,8994.0,3.80,4.79,1.0,471021,1,0,1.6805087519126843e-05,2.1183255057004627e-05,48.989,0.0396
6818.0,155616.0,48.0,3242.0,0.0,0,172.0,26.0,0.0,66.0,0.0,36.0,102.0,0.0,70.0,4895.97,44197.51,2.0,226122.0,32.0,50.0,7.0,4.0,4.0,62.6,8994.0,3.80,4.79,2.0,710410,0,0,1.6805087519126843e-05,2.1183255057004627e-05,25.0802,1.1091
5130.0,24312.0,12.0,2026.0,0.0,0,78.0,7.0,0.0,41.0,15.0,0.0,36.0,5.0,37.0,4949.47,29380.84,1.0,93931.0,74.0,21.0,10.0,1.0,8.0,56.9,8427.0,1.12,1.54,1.0,551119,0,0,1.1923646080633659e-05,1.639501336087128e-05,38.9392,1.0301
5390.0,170256.0,24.0,7094.0,0.0,0,77.0,18.0,0.0,36.0,0.0,10.0,46.0,0.0,31.0,9089.42,40091.18,1.0,93931.0,74.0,21.0,10.0,1.0,8.0,56.9,8427.0,1.12,1.54,1.0,650716,0,0,1.1923646080633659e-05,1.639501336087128e-05,29.0314,1.0222
6342.0,60156.0,36.0,1671.0,1.0,0,56.0,19.0,0.0,22.0,0.0,8.0,29.0,1.0,26.0,15972.28,72667.64,2.0,93931.0,74.0,21.0,10.0,1.0,8.0,56.9,8427.0,1.12,1.54,1.0,760808,1,0,1.1923646080633659e-05,1.639501336087128e-05,19.0304,0.0785
4973.0,165960.0,24.0,6915.0,0.0,0,125.0,1.0,0.0,60.0,18.0,28.0,84.0,4.0,37.0,12822.35,52523.24,3.0,93931.0,74.0,21.0,10.0,1.0,8.0,56.9,8427.0,1.12,1.54,1.0,440613,0,0,1.1923646080633659e-05,1.639501336087128e-05,51.9889,1.9483
6354.0,22968.0,36.0,638.0,0.0,0,11.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,4184.64,23324.94,0.0,93931.0,74.0,21.0,10.0,1.0,8.0,56.9,8427.0,1.12,1.54,1.0,500727,0,0,1.1923646080633659e-05,1.639501336087128e-05,46.0296,0.0398
7233.0,115812.0,36.0,3217.0,0.0,0,124.0,32.0,0.0,73.0,0.0,0.0,66.0,7.0,51.0,13280.08,56646.52,0.0,93931.0,74.0,21.0,10.0,1.0,8.0,56.9,8427.0,1.12,1.54,1.0,530601,1,0,1.1923646080633659e-05,1.639501336087128e-05,43.0624,1.0705
5568.0,272520.0,60.0,4542.0,0.0,0,84.0,23.0,0.0,40.0,0.0,10.0,45.0,5.0,34.0,10778.35,44602.64,1.0,92084.0,55.0,29.0,4.0,3.0,5.0,46.7,10124.0,0.56,0.54,2.0,390902,1,0,6.081403935537119e-06,5.864210937839365e-06,54.9615,0.9899
6841.0,172080.0,48.0,3585.0,0.0,0,42.0,12.0,0.0,17.0,0.0,0.0,16.0,1.0,25.0,11368.77,60743.96,0.0,92084.0,55.0,29.0,4.0,3.0,5.0,46.7,10124.0,0.56,0.54,1.0,570305,0,0,6.081403935537119e-06,5.864210937839365e-06,37.0502,0.0686
6157.0,98592.0,24.0,4108.0,0.0,2,26.0,1.0,0.0,11.0,6.0,2.0,13.0,0.0,13.0,10807.38,54128.57,1.0,92084.0,55.0,29.0,4.0,3.0,5.0,46.7,10124.0,0.56,0.54,1.0,631224,0,0,6.081403935537119e-06,5.864210937839365e-06,31.9486,0.0602
5591.0,155616.0,48.0,3242.0,0.0,0,30.0,2.0,0.0,14.0,7.0,0.0,14.0,0.0,16.0,9151.15,39426.07,1.0,92084.0,55.0,29.0,4.0,3.0,5.0,46.7,10124.0,0.56,0.54,1.0,591025,0,0,6.081403935537119e-06,5.864210937839365e-06,37.0179,0.0784
5176.0,192552.0,24.0,8023.0,1.0,1,51.0,12.0,0.0,25.0,0.0,0.0,23.0,2.0,26.0,5774.42,23979.01,0.0,70646.0,94.0,14.0,3.0,1.0,4.0,58.4,8547.0,2.65,3.64,1.0,631231,0,0,3.7510970189395014e-05,5.152450244882938e-05,30.9881,1.0283
6712.0,266220.0,60.0,4437.0,0.0,0,144.0,21.0,0.0,52.0,0.0,39.0,91.0,0.0,53.0,5581.28,34922.88,3.0,70646.0,94.0,14.0,3.0,1.0,4.0,58.4,8547.0,2.65,3.64,1.0,650217,0,0,3.7510970189395014e-05,5.152450244882938e-05,30.0797,1.0504
6013.0,128988.0,36.0,3583.0,1.0,1,82.0,17.0,0.0,47.0,0.0,0.0,44.0,3.0,35.0,7562.67,34740.7,0.0,70646.0,94.0,14.0,3.0,1.0,4.0,58.4,8547.0,2.65,3.64,1.0,390815,1,0,3.7510970189395014e-05,5.152450244882938e-05,56.9388,1.9402
6715.0,220620.0,60.0,3677.0,0.0,0,128.0,3.0,0.0,50.0,17.0,24.0,73.0,1.0,54.0,6331.02,36907.46,3.0,70646.0,94.0,14.0,3.0,1.0,4.0,58.4,8547.0,2.65,3.64,1.0,430815,0,0,3.7510970189395014e-05,5.152450244882938e-05,52.9691,1.9304
6580.0,196080.0,48.0,4085.0,0.0,0,47.0,13.0,0.0,27.0,0.0,0.0,24.0,3.0,20.0,10472.5,49143.97,0.0,87419.0,21.0,11.0,4.0,3.0,9.0,85.5,8624.0,1.79,2.66,1.0,580527,1,0,2.0476097873460003e-05,3.0428167789610955e-05,35.9995,0.9519
6729.0,74688.0,12.0,6224.0,0.0,0,112.0,1.0,0.0,51.0,16.0,12.0,59.0,4.0,49.0,11551.5,48484.62,2.0,87419.0,21.0,11.0,4.0,3.0,9.0,85.5,8624.0,1.79,2.66,2.0,450126,0,0,2.0476097873460003e-05,3.0428167789610955e-05,49.0685,1.0409
6407.0,25944.0,24.0,1081.0,0.0,0,37.0,11.0,0.0,18.0,0.0,0.0,18.0,0.0,19.0,10704.75,56927.45,0.0,118650.0,8.0,8.0,5.0,1.0,3.0,85.6,9832.0,3.32,4.48,1.0,600521,0,0,2.7981458069953644e-05,3.775811209439528e-05,34.0005,0.9618
